Gene	Mono_A375_1	Mono_A375_2	Mono_A375_3	CC_A375_1	CC_A375_2	CC_A375_3
RP11-392O17	0	0	2.942450184	0.994954521	0.975663326	0
RP11-392O18	0	0	0.980816728	0	0.975663326	0
RP11-392P7	7.924492887	11.04763718	6.865717097	12.93440877	9.756633263	10.25742169
RP11-393B14	0	0	0	0	0	0
RP11-393I2	4.952808055	8.034645222	6.865717097	10.94449973	9.756633263	13.3346482
RP11-393I23	0	0	0	0	0	0
RP11-393J16	0	0	0	0	0	0
RP11-393K12	0	0	0	0	0	0
RP11-393K19	0	0	0	0	0	0
RP11-393N21	0	0	0	0	0	0
RP11-393N4	1.981123222	2.008661306	9.808167281	1.989909042	6.829643284	3.077226507
RP11-394A14	0	6.025983917	0.980816728	0	0.975663326	2.051484338
RP11-394B2	0	0	0	0	0	1.025742169
RP11-394B5	0	0	0	0	0	0
RP11-394G3	0	0	0	0	0	0
RP11-394I13	0.990561611	6.025983917	4.90408364	1.989909042	3.902653305	6.154453013
RP11-394J1	0	0	2.942450184	0	0	0
RP11-394O4	0	0	1.961633456	0.994954521	0	0
RP11-395A13	20.80179383	15.06495979	18.63551783	15.91927233	13.65928657	19.48910121
RP11-395B20	0	1.004330653	0	0	0	0
RP11-395B7	2.971684833	4.017322611	3.923266912	0.994954521	1.951326653	3.077226507
RP11-395C17	0.990561611	0	0	0	0	0
RP11-395C3	1.981123222	3.012991958	1.961633456	0.994954521	0.975663326	2.051484338
RP11-395D3	0	0	0	0	0.975663326	0
RP11-395F4	0	0	0	0	0	0
RP11-395G17	0	0	0	0	0	0
RP11-395G23	173.3482819	211.9137677	176.5470111	116.4096789	154.1548056	138.4751928
RP11-395I14	2.971684833	5.021653264	2.942450184	0	2.926989979	1.025742169
RP11-395I6	5.943369666	4.017322611	5.884900369	1.989909042	4.878316632	1.025742169
RP11-395L14	0	0	0	0.994954521	0	1.025742169
RP11-395M19	0	0	0	0	0	0
RP11-395N3	0.990561611	0	0.980816728	1.989909042	1.951326653	0
RP11-395N6	0	0	0	0	0	0
RP11-395P13	0	0	0	0	0	0
RP11-395P16	0	0	0	0	0	0
RP11-396B14	4.952808055	1.004330653	2.942450184	0.994954521	0.975663326	0
RP11-396C23	38.63190283	32.13858089	42.17511931	77.60645263	66.34510619	84.11085785
RP11-396F22	10.89617772	18.07795175	15.69306765	11.93945425	12.68362324	22.56632771
RP11-396J6	1.981123222	5.021653264	1.961633456	6.964681646	2.926989979	4.102968675
RP11-396M11	6.933931276	6.025983917	11.76980074	3.979818083	7.805306611	4.102968675
RP11-396N11	0	0	0	0	0	0
RP11-396O20	0	0	0	0	0	0
RP11-397A15	0	0	0	0	0	0
RP11-397A16	10.89617772	13.05629849	10.78898401	13.92936329	6.829643284	15.38613253
RP11-397C12	0	0	0	0	0	0
RP11-397C18	0	1.004330653	0	0	0	0
RP11-397D21	0	1.004330653	0	0	0	0
RP11-397E7	59.43369666	57.24684721	56.88737023	74.62158906	43.90484968	35.90097591
RP11-397G17	0	0	0	0	0	0
RP11-397G5	0.990561611	1.004330653	0	2.984863563	3.902653305	2.051484338
RP11-397H6	0	0	0	0	0	0
RP11-397J20	0	0	0.980816728	0	0	0
RP11-397K18	0	0	0	0	0	0
RP11-397O4	0	0	0	0	0	0
RP11-397P13	0.990561611	1.004330653	1.961633456	0.994954521	0	2.051484338
RP11-398A8	0	0	0	0	0.975663326	1.025742169
RP11-398B16	0	0	0	0	0	0
RP11-398C13	20.80179383	14.06062914	17.65470111	31.83854467	35.12387975	25.64355422
RP11-398E10	0	0	0	0	0	0
RP11-398G24	0	0	0	0	0	0
RP11-398H6	3.962246444	5.021653264	0.980816728	2.984863563	6.829643284	2.051484338
RP11-398J10	0	1.004330653	0	0	2.926989979	0
RP11-398J16	0.990561611	0	0.980816728	0	0.975663326	0
RP11-398J5	2.971684833	4.017322611	4.90408364	0	0	1.025742169
RP11-398K22	0	0	0	0	0	0
RP11-398M15	0	0	0.980816728	0	0.975663326	0
RP11-399D15	0	0	0.980816728	0.994954521	0	1.025742169
RP11-399E6	1.981123222	7.03031457	5.884900369	6.964681646	1.951326653	5.128710844
RP11-399F2	0	0	0	0	0	0
RP11-399H11	0.990561611	1.004330653	0	0.994954521	0.975663326	0
RP11-399K21	11.88673933	5.021653264	4.90408364	7.959636167	7.805306611	3.077226507
RP11-399L7	0	0	0	0	0	0
RP11-399N22	0	0	0	0	0	0
RP11-399O19	3.962246444	5.021653264	0.980816728	12.93440877	8.780969937	10.25742169
RP11-39C10	1.981123222	0	1.961633456	0	0.975663326	3.077226507
RP11-39E3	0	0	0	0	0	0
RP11-39H3	0	0	0	0	0	0
RP11-39M21	0	0	0	0	0	0
RP11-3B12	3.962246444	4.017322611	3.923266912	4.974772604	6.829643284	0
RP11-3B7	0	0	0	0	0.975663326	0
RP11-3D23	0	2.008661306	0	0	0.975663326	0
RP11-3D4	12.87730094	13.05629849	7.846533825	15.91927233	13.65928657	8.205937351
RP11-3G20	0	0	0	0	0	0
RP11-3G21	0	0	0	0	0	0
RP11-3J1	19.81123222	22.09527436	9.808167281	16.91422685	13.65928657	15.38613253
RP11-3J10	0	0	0	0	0	1.025742169
RP11-3J11	0	1.004330653	0	0	0	0
RP11-3K16	0	0	0	0.994954521	0	0
RP11-3K24	0	1.004330653	0	0.994954521	0	0
RP11-3L10	0.990561611	0	0	1.989909042	0	1.025742169
RP11-3L21	5.943369666	8.034645222	7.846533825	2.984863563	3.902653305	0
RP11-3L23	0	0	0	0	0	0
RP11-3M1	0	0	0	0	0	0
RP11-3N13	0	1.004330653	0	0	0	0
RP11-3P17	10.89617772	6.025983917	5.884900369	7.959636167	1.951326653	6.154453013
RP11-3P22	0	0	0	0	0	0
RP11-400D2	62.40538149	51.22086329	59.82982041	88.55095235	69.27209617	121.0375759
RP11-400F19	30.70740994	27.11692763	26.48205166	26.86377206	35.12387975	28.72078073
RP11-400G3	0	0	0	0	0	0
RP11-400K9	43.58471088	29.12558893	27.46286839	4.974772604	4.878316632	4.102968675
RP11-400L8	0.990561611	2.008661306	0.980816728	1.989909042	1.951326653	1.025742169
RP11-400N13	3.962246444	7.03031457	10.78898401	1.989909042	4.878316632	3.077226507
RP11-400N9	0	0	0	0	0	2.051484338
RP11-401E14	0	0	0	0	0	0
RP11-401E5	0	0	0	0	0	0
RP11-401E9	0.990561611	0	0.980816728	0.994954521	0.975663326	0
RP11-401F2	5.943369666	2.008661306	1.961633456	3.979818083	5.853979958	2.051484338
RP11-401G5	0	0	0	1.989909042	0	0
RP11-401H2	0	0	0	0	0	0
RP11-401I19	0	0	0	0	0	0
RP11-401L13	3.962246444	8.034645222	3.923266912	2.984863563	0.975663326	6.154453013
RP11-401N18	0	0	0	0	0	0
RP11-401O9	619.1010068	613.6460289	629.6843394	775.0695717	707.3559116	810.3363134
RP11-401P9	0	0	1.961633456	0	0	0
RP11-402C9	0.990561611	1.004330653	0	0.994954521	0.975663326	0
RP11-402D21	0.990561611	0	0.980816728	0	0	0
RP11-402F9	0	0	0	0	0	0
RP11-402G3	0.990561611	3.012991958	1.961633456	0.994954521	3.902653305	0
RP11-402J6	5.943369666	2.008661306	0.980816728	0	1.951326653	1.025742169
RP11-402J7	5.943369666	4.017322611	4.90408364	0	2.926989979	0
RP11-402K9	0	0	0	0	0	0
RP11-402L1	0	0	0	0	0.975663326	1.025742169
RP11-402L5	0	0	0	0	0	0
RP11-402N8	0	0	0	0	0	0
RP11-402P6	0	0	0	0	0	0
RP11-403A21	0	0	0	0	0	0
RP11-403B2	2.971684833	6.025983917	1.961633456	0.994954521	2.926989979	3.077226507
RP11-403D15	0	0	0	0	0	0
RP11-403E24	0	0	0	0	0	0
RP11-403H13	0	0	0	0.994954521	0	0
RP11-403I13	11.88673933	23.09960501	19.61633456	2.984863563	4.878316632	2.051484338
RP11-403N16	0	0	0	0	0	0
RP11-403P14	0	0	0	0	0	0
RP11-403P17	0	0	0.980816728	0	0	0
RP11-404E12	0	0	0	0	0	0
RP11-404E16	0	1.004330653	0	0.994954521	0	0
RP11-404F10	0	0	0.980816728	0	0	0
RP11-404G16	0	0	0	0	0	0
RP11-404H14	0	0	0	0	0	0
RP11-404I7	0	0	0	0	0	0
RP11-404J23	9.905616109	6.025983917	6.865717097	4.974772604	3.902653305	6.154453013
RP11-404K5	0	0	0	0	0	0
RP11-404L6	0	0	0	0	0	0
RP11-404O13	0.990561611	1.004330653	1.961633456	2.984863563	6.829643284	7.180195182
RP11-404P21	0	0	0	0.994954521	0	0
RP11-405A12	14.85842416	21.09094371	11.76980074	28.8536811	18.5376032	16.4118747
RP11-405F3	0	2.008661306	0.980816728	0	0	0
RP11-405K6	0	1.004330653	0	0	0	1.025742169
RP11-405L18	2.971684833	1.004330653	0.980816728	1.989909042	0.975663326	0
RP11-405O10	0	0	0	0	0	0
RP11-405P11	0	0	0	0	0	0
RP11-406A20	0	0	0	0	0	0
RP11-406A9	0	0	0	0	0	1.025742169
RP11-406D1	0	0	0.980816728	0	0	1.025742169
RP11-406H21	0	0	0	0	0.975663326	1.025742169
RP11-406H23	0.990561611	0	0.980816728	0.994954521	1.951326653	1.025742169
RP11-406H4	0	0	0	0	0	0
RP11-406O16	0	0	0	0	0	1.025742169
RP11-406O23	0	0	0	0	0	0
RP11-407A16	0.990561611	0	0.980816728	0.994954521	0	1.025742169
RP11-407B7	2.971684833	0	2.942450184	0.994954521	7.805306611	7.180195182
RP11-407G23	0	0	1.961633456	1.989909042	0.975663326	1.025742169
RP11-407H12	0	0	0	0	0	2.051484338
RP11-407N17	15.84898577	13.05629849	8.827350553	18.9041359	15.61061322	20.51484338
RP11-407N8	0	0	0	0	0	0
RP11-407P18	0	0	0	0	0	0
RP11-407P2	0	0	0.980816728	0	0	0
RP11-408A13	5.943369666	6.025983917	3.923266912	6.964681646	5.853979958	8.205937351
RP11-408B11	0	0	0	0	0	0
RP11-408E1	0	0	0	0	0	0
RP11-408E5	0	0	0	0	0	0
RP11-408H1	0	0	0.980816728	0	0	0
RP11-408H20	0	0	0	0	0	0
RP11-408I18	0	0	0	0	0.975663326	0
RP11-408J6	0	0	0	0	0	0
RP11-408N14	118.8673933	101.4373959	134.3718917	103.4752702	118.0552625	116.9346072
RP11-408O19	0	0	0	0.994954521	0.975663326	2.051484338
RP11-408P14	15.84898577	17.0736211	26.48205166	17.90918138	12.68362324	17.43761687
RP11-409C19	0.990561611	0	0.980816728	1.989909042	0	0
RP11-409I10	0	1.004330653	0	0	0	0
RP11-409K15	0	0	0	0	0	0
RP11-409K20	0	0	0	0.994954521	0.975663326	0
RP11-409O11	0	0	0	0	0	0
RP11-40A13	0	0	0	0	0	0
RP11-40C11	0	0	0	0	0	0
RP11-40C6	25.75460188	16.06929044	39.23266912	24.87386302	26.34290981	26.66929639
RP11-40F6	4.952808055	0	0.980816728	0	0.975663326	0
RP11-40G16	0	0	0	0	0	0
RP11-40H19	0	0	0	0	0	0
RP11-40H20	0	0	0	0	0	0
RP11-410C4	0	0	0	0	0	0
RP11-410D17	0	0	0	0	0	0
RP11-410E4	0.990561611	0	0	0	0	0
RP11-410K21	0	0	0	0	0	0
RP11-410L14	29.71684833	34.1472422	29.42450184	33.82845371	38.05086973	49.23562411
RP11-410N8	0.990561611	1.004330653	0	0.994954521	0	0
RP11-411B10	2.971684833	1.004330653	3.923266912	1.989909042	2.926989979	4.102968675
RP11-411B6	0	0	0	0	0	0
RP11-411G7	0	0	0	0	0	0
RP11-411H5	0	0	0	0	0	0
RP11-411K7	1.981123222	1.004330653	0.980816728	0.994954521	0	0
RP11-412B14	0	0	0	0	0	0
RP11-412D9	37.64134121	45.19487938	45.11756949	28.8536811	40.00219638	42.05542892
RP11-412H8	0	1.004330653	0.980816728	0	0	0
RP11-412H9	0	0	0	0	0	0
RP11-412P11	81.2260521	70.3031457	83.36942189	152.2280417	150.2521523	135.3979663
RP11-413B19	0	0	0	0	0	0
RP11-413E1	0	0	0	0	0	0
RP11-413E6	0	0	0	0	0	0
RP11-413G15	0	0	0	0	0	0
RP11-413H22	0	0	0	0	0	0
RP11-413M3	0	0	0	0	0	1.025742169
RP11-413N13	0	0	0	0	0	0
RP11-413P11	0	0	0	0	0	0
RP11-414C16	0	0	0	0	0	0
RP11-414H17	0.990561611	0	0	0	0.975663326	0
RP11-414H23	0	0	0	0	0	1.025742169
RP11-414J4	0	0	0	0.994954521	0	0
RP11-415A20	0	0	0	0	0	0
RP11-415C15	4.952808055	3.012991958	5.884900369	1.989909042	0.975663326	0
RP11-415D17	0	0	0.980816728	0	0	0
RP11-415F23	7.924492887	11.04763718	6.865717097	10.94449973	15.61061322	6.154453013
RP11-415H23	0	0	0	0.994954521	0	0
RP11-415I12	0	2.008661306	0	0	0	1.025742169
RP11-415J8	15.84898577	21.09094371	20.59715129	7.959636167	17.56193987	11.28316386
RP11-415K20	0	3.012991958	3.923266912	1.989909042	1.951326653	0
RP11-416A14	0	0	0	0	0	2.051484338
RP11-416A17	0	0	0	0	0	0
RP11-416H1	0	0	0	0	0	0
RP11-416I2	19.81123222	18.07795175	11.76980074	12.93440877	11.70795992	11.28316386
RP11-416K24	0	0	0	0	0	0
RP11-416L21	0	1.004330653	1.961633456	2.984863563	1.951326653	2.051484338
RP11-416N13	0	0	0	0	0	1.025742169
RP11-416N2	0.990561611	1.004330653	6.865717097	0	0	2.051484338
RP11-416N4	0	0	0	1.989909042	0	0
RP11-416O18	0	0	0	0	0	0
RP11-417B4	0	2.008661306	0	0	0	0
RP11-417D4	0	0	0	0	0	1.025742169
RP11-417E7	1.981123222	0	0.980816728	0.994954521	1.951326653	0
RP11-417F21	2.971684833	4.017322611	3.923266912	2.984863563	0.975663326	1.025742169
RP11-417J1	0	0	0	0	0	0
RP11-417L14	5.943369666	6.025983917	5.884900369	5.969727125	7.805306611	5.128710844
RP11-417L19	6.933931276	8.034645222	13.73143419	3.979818083	0.975663326	0
RP11-417N10	0	0	0	0	0	0
RP11-417O11	0	0	0	0	0	0
RP11-417P24	0	0	0	0	0	0
RP11-418B12	0	0	0	0	0	0
RP11-418I22	0	0	0	0	0	0
RP11-418J17	216.9329928	190.822824	214.7988635	252.7184483	243.9158316	266.6929639
RP11-419C19	0	1.004330653	1.961633456	0	0.975663326	0
RP11-419C23	2.971684833	0	1.961633456	0.994954521	0	0
RP11-419C5	0	0	0	0	0	0
RP11-419I17	0	0	0	0	0	0
RP11-419J16	0	0	0	0	0	0
RP11-419K12	0	0	0	0	0	0
RP11-419L20	0	0	0	0.994954521	0.975663326	0
RP11-419L4	0	0	0	0	0	0
RP11-419L9	0	0	0.980816728	0	0	0
RP11-419M24	0	2.008661306	0.980816728	1.989909042	0.975663326	1.025742169
RP11-419N10	0	0	0	0	0	0
RP11-41L14	0	0	0	0	0	0
RP11-41O4	29.71684833	44.19054872	29.42450184	8.954590688	16.58627655	10.25742169
RP11-420A21	0	0	0	0	0	0
RP11-420A23	40.61302605	33.14291154	31.3861353	12.93440877	11.70795992	6.154453013
RP11-420A6	0	1.004330653	0	0	0	0
RP11-420B22	0	0	0	0	0	0
RP11-420H19	0	0	0	0	0	0
RP11-420J11	0	0	0	0	0	0
RP11-420K10	0	0	0	0	0	0
RP11-420K14	1.981123222	2.008661306	1.961633456	7.959636167	2.926989979	3.077226507
RP11-420K8	0	0	0	0	0	0
RP11-420L9	134.7163791	129.5586542	136.3335252	111.4349063	130.7388857	134.3722241
RP11-420M1	0	0	0	0	0	0
RP11-420N3	0	0	0	0	0	0
RP11-420O16	0	0	0	0	0	0
RP11-421B23	0	0	0	0	0	0
RP11-421E14	0	0	0.980816728	0	0	0
RP11-421E17	0	0	0	0	0	0
RP11-421F16	226.8386089	217.9397517	200.0866125	223.8647672	214.6459318	201.0454651
RP11-421H10	0	0	0	0	0	0
RP11-421L21	25.75460188	25.10826632	38.2518524	97.50554304	111.2256192	102.5742169
RP11-421M1	0.990561611	4.017322611	1.961633456	2.984863563	2.926989979	0
RP11-421N10	0	0	0	0	0	0
RP11-421N8	7.924492887	7.03031457	7.846533825	7.959636167	5.853979958	4.102968675
RP11-421P23	0	0	0	0	0	0
RP11-422J15	0	2.008661306	0	0	0	0
RP11-422N16	0.990561611	1.004330653	0	0.994954521	1.951326653	1.025742169
RP11-422P22	0	0	0	0	0	0
RP11-422P24	82.21661371	77.33346027	67.67635424	79.59636167	74.1504128	75.9049205
RP11-423C15	0	2.008661306	0.980816728	0.994954521	1.951326653	1.025742169
RP11-423F24	0	1.004330653	0	0.994954521	0	1.025742169
RP11-423H2	66.36762793	70.3031457	57.86818696	75.61654358	79.02872943	84.11085785
RP11-423J7	0	0	0	0	0	0
RP11-423P10	4.952808055	12.05196783	12.75061747	7.959636167	7.805306611	5.128710844
RP11-424C20	20.80179383	9.038975875	15.69306765	26.86377206	32.19688977	30.77226507
RP11-424D14	0	0	0	0	0	1.025742169
RP11-424E7	0	0	0	0	0	0
RP11-424G14	0	0	0	0	0	0
RP11-424I19	0	2.008661306	0	1.989909042	0.975663326	0
RP11-424I3	0	0	0	0	0	1.025742169
RP11-424M21	0	0	0.980816728	0	0	0
RP11-424M22	0	0	0	0.994954521	0	1.025742169
RP11-424M24	0	0	0	0	0	0
RP11-424N24	1.981123222	2.008661306	0	0.994954521	0.975663326	0
RP11-425A23	0.990561611	0	0	0.994954521	0.975663326	1.025742169
RP11-425A6	0	0	0	0	0	0
RP11-425D10	4.952808055	11.04763718	13.73143419	7.959636167	8.780969937	14.36039036
RP11-425L10	8.915054498	8.034645222	12.75061747	15.91927233	14.63494989	9.23167952
RP11-426A6	5.943369666	5.021653264	5.884900369	4.974772604	8.780969937	6.154453013
RP11-426C22	20.80179383	30.12991958	19.61633456	15.91927233	10.73229659	15.38613253
RP11-426J5	0	0	0	0	0	0
RP11-426K3	3.962246444	7.03031457	8.827350553	2.984863563	3.902653305	3.077226507
RP11-426L16	2.971684833	1.004330653	3.923266912	1.989909042	0	1.025742169
RP11-427E4	0	0	0	0	0	0
RP11-427M20	6.933931276	7.03031457	6.865717097	9.949545208	16.58627655	10.25742169
RP11-427P5	0	0	0	0	0	0
RP11-428C19	0	0	0	0	0	0
RP11-428C6	0	0	0	0	0	0
RP11-428F8	0	0	0	0	0	0
RP11-428G2	0	0	0	0	0	0
RP11-428G5	0	0	0	0.994954521	0	0
RP11-428I12	0	0	0	0	0	0
RP11-428J1	17.830109	16.06929044	16.67388438	16.91422685	15.61061322	24.61781205
RP11-428K3	31.69797155	22.09527436	19.61633456	14.92431781	6.829643284	8.205937351
RP11-428L21	0.990561611	0	0.980816728	0	0	2.051484338
RP11-428L9	0	0	0	0	0	0
RP11-428P16	8.915054498	8.034645222	8.827350553	88.55095235	82.93138274	88.21382652
RP11-429A20	0	0	0	0.994954521	0	1.025742169
RP11-429B14	0	1.004330653	0	0	0	0
RP11-429D19	0.990561611	0	0.980816728	0	0.975663326	0
RP11-429E11	0.990561611	1.004330653	0	0	0	0
RP11-429G17	0	0	0	0	0	0
RP11-429G19	0	0	0	0	0	0
RP11-429J17	46.55639571	46.19921003	45.11756949	26.86377206	37.0752064	36.92671808
RP11-429K17	0	0	0	0	0	0
RP11-429O1	0.990561611	2.008661306	1.961633456	0	0	1.025742169
RP11-429O2	0	0	0	0	0	0
RP11-429P3	0	1.004330653	1.961633456	0	0.975663326	1.025742169
RP11-42A4	0.990561611	7.03031457	3.923266912	0	0	0
RP11-42D20	0	0	0	0	0	0
RP11-42I10	33.67909477	40.17322611	37.27103567	16.91422685	14.63494989	15.38613253
RP11-42L13	0	0	0	0	0	0
RP11-42O15	17.830109	15.06495979	15.69306765	7.959636167	8.780969937	10.25742169
RP11-430A19	0	0	0	0	0	0
RP11-430B1	3.962246444	7.03031457	5.884900369	6.964681646	7.805306611	8.205937351
RP11-430C1	0.990561611	0	0	0	0	0
RP11-430C7	0	5.021653264	2.942450184	0	0	1.025742169
RP11-430G17	0.990561611	1.004330653	1.961633456	6.964681646	1.951326653	2.051484338
RP11-430H10	0	2.008661306	0.980816728	0	0.975663326	0
RP11-430H12	0	3.012991958	1.961633456	1.989909042	0	1.025742169
RP11-430K21	0	2.008661306	0.980816728	0	0	0
RP11-430L16	0	0	0	0	0	0
RP11-430L17	0	1.004330653	0.980816728	0.994954521	0.975663326	2.051484338
RP11-430L3	0	0	0	0	0	0
RP11-431D12	0	0	0	0.994954521	0.975663326	0
RP11-431J17	0	0	0	0	0	0
RP11-431J24	0	0	0	0.994954521	1.951326653	0
RP11-431K24	10.89617772	15.06495979	10.78898401	16.91422685	12.68362324	17.43761687
RP11-431M3	14.85842416	12.05196783	31.3861353	14.92431781	16.58627655	19.48910121
RP11-431M7	0	0	0.980816728	0	0	0
RP11-431N15	0	0	0	0	0	0
RP11-432B6	0	0	0	0	0	0
RP11-432F4	0	1.004330653	0	0	0	0
RP11-432I5	1.981123222	2.008661306	5.884900369	0.994954521	6.829643284	5.128710844
RP11-432J22	19.81123222	18.07795175	22.55878475	50.74268056	61.46678956	53.33859278
RP11-432J24	2.971684833	2.008661306	0.980816728	2.984863563	0.975663326	2.051484338
RP11-432J9	0	0	0	0	0	0
RP11-432M24	0	0	0	0	0	0
RP11-432M8	0.990561611	0	0	2.984863563	0	8.205937351
RP11-432N13	0	0	0	0	0	0
RP11-433A10	0	0	0	0	0	0
RP11-433B3	0	0	0	0	0	0
RP11-433C9	0	0	0	0	0	0
RP11-433J20	0	0	0	0.994954521	0	2.051484338
RP11-433J22	0	0	0	0	0	0
RP11-433J8	0	0	0	0	0	0
RP11-433M22	0.990561611	2.008661306	0	2.984863563	0.975663326	1.025742169
RP11-433O3	0	0	0	0	0.975663326	0
RP11-433P17	0	0	0.980816728	0	0	0
RP11-434B12	6.933931276	5.021653264	2.942450184	1.989909042	1.951326653	0
RP11-434C1	0	0	0	0	0	0
RP11-434D11	0	0	0	0	0.975663326	0
RP11-434D12	5.943369666	2.008661306	2.942450184	2.984863563	3.902653305	3.077226507
RP11-434D2	0	0	0	0	0	0
RP11-434D9	24.76404027	21.09094371	17.65470111	24.87386302	19.51326653	21.54058555
RP11-434E6	0	0	0	0	0	0
RP11-434H14	0	0	0	0	0	0
RP11-434H6	5.943369666	6.025983917	3.923266912	4.974772604	4.878316632	1.025742169
RP11-434I12	0	0	1.961633456	0	0.975663326	0
RP11-434J24	1.981123222	0	0	0.994954521	1.951326653	2.051484338
RP11-434P11	0	0	0.980816728	0	0	0
RP11-435D7	0	0	0	0	0	0
RP11-435F13	4.952808055	4.017322611	3.923266912	1.989909042	1.951326653	0
RP11-435F17	5.943369666	5.021653264	1.961633456	8.954590688	3.902653305	2.051484338
RP11-435I10	0	0	0	0	0	0
RP11-435I3	0	0	0	0	0	0
RP11-435M3	0	0	0	0	0	0
RP11-435O11	0	0	0	0	0	0
RP11-435O5	6.933931276	6.025983917	9.808167281	7.959636167	6.829643284	10.25742169
RP11-435P24	0.990561611	1.004330653	0	0.994954521	0	0
RP11-436A7	0	0	0	0	0	0
RP11-436D10	0	0	0.980816728	0	0	0
RP11-436D23	5.943369666	6.025983917	9.808167281	5.969727125	0	8.205937351
RP11-436F21	0	0	0	0	0	0
RP11-436F23	0	0	0	0	0	0
RP11-436H11	0.990561611	1.004330653	1.961633456	1.989909042	0	3.077226507
RP11-436J20	0	0	0	0.994954521	0	0
RP11-436K8	4.952808055	11.04763718	8.827350553	5.969727125	4.878316632	0
RP11-436M15	0	0	0	0	0	0
RP11-436P7	0	0	0	0	0	0
RP11-437F6	0	0	0	0	0	0
RP11-437J19	0.990561611	0	0	0	0	0
RP11-437L7	0	0	0	0	0	0
RP11-438B23	63.3959431	54.23385525	37.27103567	11.93945425	12.68362324	10.25742169
RP11-438C19	0	0	0	0	0	0
RP11-438D14	0	0	0	0	0	0
RP11-438D8	0	0	3.923266912	0	0.975663326	3.077226507
RP11-438E8	0	0	0	0	0	0
RP11-438F14	0	0	0	0	0	0
RP11-438J1	0	0	0	0	0	0
RP11-438L19	2.971684833	0	1.961633456	2.984863563	2.926989979	3.077226507
RP11-438L7	9.905616109	1.004330653	6.865717097	3.979818083	0.975663326	0
RP11-438N5	0	0	0	0	0	0
RP11-438O11	0	0	0	0	0	0
RP11-438P9	0	0	0	0	0	1.025742169
RP11-439A17	2.971684833	4.017322611	8.827350553	4.974772604	2.926989979	10.25742169
RP11-439C15	0	0	0	0	0	0
RP11-439C8	0	0	0	0.994954521	0	0
RP11-439E19	12.87730094	11.04763718	13.73143419	6.964681646	5.853979958	4.102968675
RP11-439H13	0	0	0	0	0	0
RP11-439H8	0	0	0	0	0	0
RP11-439H9	0	0	0.980816728	0	0	0
RP11-439I14	0	0	0.980816728	0	0	0
RP11-439K3	0.990561611	2.008661306	0.980816728	0	2.926989979	2.051484338
RP11-439L18	1.981123222	4.017322611	3.923266912	0	0	1.025742169
RP11-439L8	0.990561611	3.012991958	0.980816728	1.989909042	0	0
RP11-439M11	13.86786255	13.05629849	5.884900369	0.994954521	1.951326653	1.025742169
RP11-43A14	0	0	0.980816728	0.994954521	0.975663326	1.025742169
RP11-43D2	0	0	0	0	0	0
RP11-43D4	0	0	0	0	0	1.025742169
RP11-43F13	182.2633364	192.8314853	146.1416925	199.9858587	214.6459318	218.483082
RP11-43N5	0	0	0	0	0	0
RP11-43P5	0	0	0	0	0	0
RP11-440D17	115.8957085	139.6019607	117.6980074	128.3491332	135.6172024	136.4237085
RP11-440G2	0	0	0	0	0	0
RP11-440G5	0	1.004330653	0.980816728	1.989909042	0	0
RP11-440G9	1.981123222	0	1.961633456	6.964681646	4.878316632	2.051484338
RP11-440I14	0	0	0	0	0	0
RP11-440K22	0	1.004330653	0.980816728	2.984863563	0	1.025742169
RP11-440L14	35.66021799	50.21653264	35.30940221	23.8789085	30.24556312	21.54058555
RP11-440L16	0	0	0	0	0	0
RP11-441A11	0	0	0	0	0	0
RP11-441F2	0.990561611	0	0	0	0	1.025742169
RP11-441M10	0	0	0	0.994954521	0.975663326	1.025742169
RP11-441O15	14.85842416	28.12125828	17.65470111	20.89404494	30.24556312	26.66929639
RP11-442H21	0	0	0	0	0	0
RP11-442J17	0	0	0	0	0	0
RP11-442N1	0	0	0	0	0	0
RP11-442N24__B	7.924492887	11.04763718	1.961633456	6.964681646	4.878316632	12.30890603
RP11-442O18	0	0	0	0	0	0
RP11-442P12	0	0	0	0	0	0
RP11-443B20	17.830109	23.09960501	19.61633456	13.92936329	17.56193987	13.3346482
RP11-443B7	9.905616109	8.034645222	7.846533825	4.974772604	2.926989979	0
RP11-443B9	0	0	0	0	0	0
RP11-443C10	0	0	0	0	0	0
RP11-443F16	0	0	0.980816728	1.989909042	0	1.025742169
RP11-443G13	0	0	0	0	0	0
RP11-443I9	0.990561611	0	0	0.994954521	0	2.051484338
RP11-443N24	0	1.004330653	0	0	0.975663326	1.025742169
RP11-443O13	0	0	0	0	0	0
RP11-444A22	0	0	0	0	0	0
RP11-444B24	0	0	0	0	0	0
RP11-444C12	0	0	0	0	0	0
RP11-444D13	0	0	0	0	0	0
RP11-444D3	12.87730094	11.04763718	16.67388438	6.964681646	8.780969937	13.3346482
RP11-444E17	0.990561611	0	0.980816728	0.994954521	0	1.025742169
RP11-444J21	0.990561611	1.004330653	0	0	0	0
RP11-444K7	0	0	0	0	0	0
RP11-444P10	0	0	0	0	0	0
RP11-445F6	0	0	0	0	0	0
RP11-445J14	0	0	0	0	0	0
RP11-445J9	0	0	0	0	0	0
RP11-445K13	0	0	0	0	0	0
RP11-445L13__B	0	0	0	0	0	0
RP11-445L6	0	0	0	0	0	1.025742169
RP11-445N18	0.990561611	1.004330653	0.980816728	0	2.926989979	0
RP11-445N20	0	0	0	1.989909042	0.975663326	0
RP11-445O16	6.933931276	1.004330653	0	0	1.951326653	1.025742169
